,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
34452,441766,50,2018120205,JAC,IND,JAC,75.0,2018-12-02,3600.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,0.0,0.0,0,0,0,0,1,0.0,2,0.0,1,0,0,0,other,3,0,1,0.0,0.42119301795615394,0.21818107509992013,0.2017515348386597,0.15887437210526634,1.0,(15:00) (Shotgun) C.Kessler pass short left to T.Yeldon to JAX 26 for 1 yard (K.Moore II).,0
34453,441767,75,2018120205,JAC,IND,JAC,74.0,2018-12-02,3568.0,1,0.0,9,pass,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-0.18444444444444333,-0.21999999999999867,0,0,0,0,1,1.0,3,0.3333333333333333,0,1,0,0,other,3,0,1,2.0,0.15398600402216467,0.19713496810020417,0.5735639040164022,0.07531512386122853,2.0,(14:28) C.Kessler pass short left to T.Yeldon to JAX 36 for 10 yards (A.Walker; D.Leonard) [T.Lewis].,0
34454,441768,100,2018120205,JAC,IND,JAC,64.0,2018-12-02,3528.0,1,0.0,10,run,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-0.4150000000000004,-0.4950000000000005,0,0,0,0,1,11.0,4,2.75,1,0,0,0,other,3,0,1,0.0,0.4164347389565741,0.14047076883204773,0.3373784853437316,0.10571600686764661,1.0,"(13:48) C.Hyde up the middle to JAX 41 for 5 yards (D.Autry). FUMBLES (D.Autry), RECOVERED by IND-A.Walker at JAX 42. A.Walker to JAX 42 for no gain (C.Hyde).",1
34455,441769,139,2018120205,JAC,IND,IND,42.0,2018-12-02,3510.0,2,0.0,10,run,3.0,3.0,0.0,0.0,4.0,45.5,24.75,20.75,-0.6187500000000006,-0.5187500000000005,1,0,0,0,1,0.0,1,0.0,1,0,0,0,other,3,0,0,0.0,0.49968237772420565,0.21097236028534957,0.17300271960355282,0.11634254238689226,1.0,(13:30) M.Mack left end to JAX 43 for -1 yards (C.Campbell).,0
34456,441770,161,2018120205,JAC,IND,IND,43.0,2018-12-02,3471.0,2,0.0,11,run,3.0,3.0,0.0,0.0,4.0,45.5,24.75,20.75,-0.8868750000000012,-0.7435416666666677,1,0,0,0,1,-1.0,2,-0.5,0,1,0,0,other,3,0,0,0.0,0.33538722826469286,0.25156089202920184,0.24418966002698392,0.16886221967912113,2.0,(12:51) Z.Pascal left end to JAX 41 for 2 yards (Tel.Smith; M.Jack).,0
34457,441771,183,2018120205,JAC,IND,IND,41.0,2018-12-02,3432.0,2,0.0,9,pass,3.0,3.0,0.0,0.0,4.0,45.5,24.75,20.75,-1.1549999999999991,-0.9683333333333326,1,0,0,0,1,1.0,3,0.3333333333333333,0,0,1,0,other,3,0,0,2.0,0.2925663382594417,0.1101897148828184,0.4444346394984326,0.15280930735930748,3.0,(12:12) (Shotgun) A.Luck pass deep right intended for E.Ebron INTERCEPTED by D.Hayden at JAX 18. D.Hayden pushed ob at JAX 28 for 10 yards (M.Glowinski).,1
34458,441772,216,2018120205,JAC,IND,JAC,72.0,2018-12-02,3421.0,3,0.0,10,pass,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-1.0317361111111112,-1.230625,0,0,0,1,0,16.0,5,3.2,1,0,0,0,punt,2,0,1,2.0,0.23651228161483803,0.19040373776801114,0.4776477988483019,0.09543618176884927,1.0,(12:01) C.Kessler pass incomplete short middle to D.Moncrief.,0
34459,441773,254,2018120205,JAC,IND,JAC,72.0,2018-12-02,3414.0,3,0.0,10,run,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-1.0720833333333328,-1.2787499999999994,0,0,0,1,0,16.0,6,2.6666666666666665,0,1,0,0,punt,2,0,1,2.0,0.2341387189082104,0.14619297576246734,0.5079783476410596,0.11168995768826279,2.0,(11:54) (Shotgun) T.Yeldon up the middle to JAX 30 for 2 yards (A.Muhammad).,0
34460,441774,276,2018120205,JAC,IND,JAC,70.0,2018-12-02,3378.0,3,0.0,8,run,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-1.2795833333333329,-1.5262499999999994,0,0,0,1,0,18.0,7,2.571428571428572,0,0,1,0,punt,2,0,1,2.0,0.08920063620589938,0.07697681704260653,0.7689067090803933,0.06491583767110083,3.0,(11:18) (Shotgun) C.Kessler scrambles up the middle to JAX 37 for 7 yards (K.Moore II).,0
34461,441775,298,2018120205,JAC,IND,JAC,63.0,2018-12-02,3345.0,3,0.0,1,punt,3.0,3.0,0.0,0.0,4.0,45.5,20.75,24.75,-1.4697916666666662,-1.7531249999999994,0,0,0,1,0,25.0,8,3.125,0,0,0,1,punt,2,0,1,2.0,0.03801602564102565,0.011695512820512819,0.8962467948717947,0.05404166666666667,4.0,"(10:45) L.Cooke punts 55 yards to IND 8, Center-M.Overton, fair catch by C.Rogers. PENALTY on JAX-C.Reavis, Fair Catch Interference, 15 yards, enforced at IND 8.",1
