,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
0,407336,52,2018090600,PHI,ATL,ATL,75.0,2018-09-06,3600.0,1,0.0,10,no_play,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,0.0,0.0,0,0,0,0,1,0.0,2,0.0,1,0,0,0,other,3,0,0,2.0,0.20613289926780237,0.07071829524115096,0.518114384531047,0.20503442095999935,1.0,"(15:00) PENALTY on ATL-L.Paulsen, False Start, 5 yards, enforced at ATL 25 - No Play.",0
1,407337,75,2018090600,PHI,ATL,ATL,80.0,2018-09-06,3600.0,1,0.0,15,pass,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,0.0,0.0,0,0,0,0,1,0.0,3,0.0,1,0,0,0,other,3,0,0,2.0,0.11755565694665583,0.15849892654880526,0.6360287620771723,0.08791665442736699,1.0,(15:00) M.Ryan pass short right to J.Jones pushed ob at ATL 30 for 10 yards (M.Jenkins).,0
2,407338,104,2018090600,PHI,ATL,ATL,70.0,2018-09-06,3562.0,1,0.0,5,run,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.22958333333333306,-0.2401388888888885,0,0,0,0,1,10.0,4,2.5,0,1,0,0,other,3,0,0,2.0,0.18810363654580667,0.1916828037343626,0.5095784294147542,0.1106351303050768,2.0,(14:22) J.Jones left end pushed ob at ATL 41 for 11 yards (D.Barnett).,0
3,407339,125,2018090600,PHI,ATL,ATL,59.0,2018-09-06,3526.0,1,0.0,10,run,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.4470833333333332,-0.4676388888888887,0,0,0,0,1,21.0,5,4.2,1,0,0,0,other,3,0,0,2.0,0.292374247534926,0.09923176794033883,0.4346758888811173,0.173718095643618,1.0,(13:46) D.Freeman right end to PHI 39 for 20 yards (M.Jenkins).,0
4,407340,146,2018090600,PHI,ATL,ATL,39.0,2018-09-06,3490.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.6645833333333334,-0.6951388888888891,0,0,0,0,1,41.0,6,6.833333333333332,1,0,0,0,other,3,0,0,0.0,0.38504737608421313,0.35794744274340395,0.09746685667650984,0.15953832449587318,1.0,"(13:10) M.Ryan pass incomplete short right to C.Ridley (J.Mills, J.Hicks).",0
5,407341,168,2018090600,PHI,ATL,ATL,39.0,2018-09-06,3485.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.6947916666666666,-0.7267361111111109,0,0,0,0,1,41.0,7,5.857142857142858,0,1,0,0,other,3,0,0,0.0,0.3380806515545647,0.33683681407159666,0.14705911061563234,0.17802342375820635,2.0,(13:05) (Shotgun) M.Ryan pass incomplete short left to D.Freeman.,0
6,407342,190,2018090600,PHI,ATL,ATL,39.0,2018-09-06,3481.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.7189583333333323,-0.7520138888888878,0,0,0,0,1,41.0,8,5.125,0,0,1,0,other,3,0,0,1.0,0.2113818181818182,0.3507469696969699,0.2610727272727273,0.17679848484848484,3.0,(13:01) (Shotgun) M.Ryan pass deep left to J.Jones to PHI 6 for 33 yards (R.Darby).,0
7,407343,214,2018090600,PHI,ATL,ATL,6.0,2018-09-06,3435.0,1,1.0,6,run,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-0.9968749999999988,-1.0427083333333322,0,0,0,0,1,74.0,9,8.222222222222221,1,0,0,0,other,3,0,0,0.0,0.7699571572307864,0.20491399598486104,0.0,0.025128846784352305,1.0,"(12:15) D.Freeman up the middle to PHI 1 for 5 yards (R.McLeod, S.Jones).",0
8,407344,235,2018090600,PHI,ATL,ATL,1.0,2018-09-06,3401.0,1,1.0,1,run,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-1.2022916666666663,-1.257569444444444,0,0,0,0,1,79.0,10,7.9,0,1,0,0,other,3,0,0,0.0,0.9167706619663141,0.04937477477477477,0.0006666666666666666,0.033187896592244415,2.0,"(11:41) D.Freeman left guard to PHI 1 for no gain (F.Cox, D.Barnett).",0
9,407345,256,2018090600,PHI,ATL,ATL,1.0,2018-09-06,3359.0,1,1.0,1,pass,3.0,3.0,0.0,0.0,1.0,44.5,21.75,22.75,-1.4560416666666671,-1.5229861111111118,0,0,0,0,1,79.0,11,7.1818181818181825,0,0,1,0,other,3,0,0,0.0,0.7338397102897105,0.16678653013653016,0.001,0.09837375957375963,3.0,(10:59) (Shotgun) M.Ryan pass incomplete short right to D.Freeman.,0
