,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
13259,422344,60,2018101405,MIN,ARI,ARI,84.0,2018-10-14,3595.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-0.02326388888888881,-0.03715277777777765,0,0,0,1,0,0.0,2,0.0,1,0,0,0,punt,2,0,0,2.0,0.1941335903214678,0.03587825414433644,0.669304913799655,0.10068324173454107,1.0,(14:55) (Shotgun) J.Rosen pass short right to C.Williams pushed ob at ARI 21 for 5 yards (X.Rhodes).,0
13260,422345,89,2018101405,MIN,ARI,ARI,79.0,2018-10-14,3569.0,1,0.0,5,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-0.14423611111111134,-0.2303472222222226,0,0,0,1,0,5.0,3,1.6666666666666667,0,1,0,0,punt,2,0,0,2.0,0.13046056546414853,0.14111256581262707,0.6387053298675059,0.08972153885571846,2.0,(14:29) (Shotgun) J.Rosen pass short left to L.Fitzgerald to ARI 23 for 2 yards (G.Iloka).,0
13261,422346,113,2018101405,MIN,ARI,ARI,77.0,2018-10-14,3526.0,1,0.0,3,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-0.3443055555555554,-0.5498611111111109,0,0,0,1,0,7.0,4,1.75,0,0,1,0,punt,2,0,0,2.0,0.1137609817813765,0.12702919076537497,0.6611247855214961,0.09808504193175244,3.0,(13:46) (Shotgun) J.Rosen pass incomplete short middle to L.Fitzgerald (M.Alexander).,0
13262,422347,135,2018101405,MIN,ARI,ARI,77.0,2018-10-14,3522.0,1,0.0,3,punt,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-0.3629166666666658,-0.5795833333333319,0,0,0,1,0,7.0,5,1.4,0,0,0,1,punt,2,0,0,2.0,0.0,0.0005,0.999,0.0005,4.0,"(13:42) A.Lee punts 51 yards to MIN 26, Center-A.Brewer. M.Sherels pushed ob at MIN 31 for 5 yards (D.Gardeck).",1
13263,422348,165,2018101405,MIN,ARI,MIN,69.0,2018-10-14,3513.0,2,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.6464583333333334,-0.4047916666666667,1,0,0,0,1,0.0,1,0.0,1,0,0,0,other,3,0,1,2.0,0.16491893092763407,0.08433843849391134,0.6193091063677731,0.1314335242106813,1.0,"(13:33) K.Cousins pass short left to L.Treadwell pushed ob at MIN 40 for 9 yards (B.Baker). Penalty on ARI-M.Golden, Defensive Offside, declined.",0
13264,422349,200,2018101405,MIN,ARI,MIN,60.0,2018-10-14,3491.0,2,0.0,1,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.8099305555555545,-0.5071527777777771,1,0,0,0,1,9.0,2,4.5,0,1,0,0,other,3,0,1,2.0,0.2504747638834595,0.13709585318063588,0.43303809017069894,0.1793912927652057,2.0,(13:11) (Shotgun) K.Cousins pass short right to L.Treadwell to 50 for 10 yards (P.Peterson).,0
13265,422350,224,2018101405,MIN,ARI,MIN,50.0,2018-10-14,3451.0,2,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.1071527777777783,-0.6932638888888893,1,0,0,0,1,19.0,3,6.333333333333332,1,0,0,0,other,3,0,1,0.0,0.34243188821510306,0.17781712483654766,0.321046563499594,0.15870442344875543,1.0,(12:31) (Shotgun) K.Cousins pass short left to K.Rudolph pushed ob at ARI 44 for 6 yards (P.Peterson).,0
13266,422351,258,2018101405,MIN,ARI,MIN,44.0,2018-10-14,3423.0,2,0.0,4,run,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.315208333333334,-0.8235416666666671,1,0,0,0,1,25.0,4,6.25,0,1,0,0,other,3,0,1,0.0,0.36927850302630694,0.18058097082729327,0.22553108728294374,0.22460943886345588,2.0,(12:03) L.Murray right guard to ARI 42 for 2 yards (C.Jones).,0
13267,422352,279,2018101405,MIN,ARI,MIN,42.0,2018-10-14,3381.0,2,0.0,2,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.6272916666666657,-1.0189583333333327,1,0,0,0,1,27.0,5,5.4,0,0,1,0,other,3,0,1,2.0,0.24776950227275296,0.23577123770622213,0.36547922681034134,0.1509800332106834,3.0,(11:21) (Shotgun) K.Cousins pass incomplete short right to A.Robinson (B.Mayowa).,0
13268,422353,301,2018101405,MIN,ARI,MIN,42.0,2018-10-14,3377.0,2,0.0,2,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.6570138888888897,-1.0375694444444448,1,0,0,0,1,27.0,6,4.5,0,0,0,1,other,3,0,1,2.0,0.05063722222222223,0.04620666666666667,0.7824899999999998,0.1206661111111111,4.0,(11:17) (Shotgun) K.Cousins pass short middle to K.Cousins to ARI 43 for -1 yards (B.Baker).,1
13269,422354,326,2018101405,MIN,ARI,ARI,57.0,2018-10-14,3365.0,3,0.0,10,run,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.0934027777777775,-1.7461805555555552,0,0,1,0,0,7.0,6,1.1666666666666667,1,0,0,0,FG,1,0,0,2.0,0.12655924652173803,0.16817915977966946,0.5847509560902647,0.12051063760832806,1.0,(11:05) D.Johnson right guard to ARI 45 for 2 yards (T.Waynes).,0
13270,422355,347,2018101405,MIN,ARI,ARI,55.0,2018-10-14,3325.0,3,0.0,8,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.279513888888888,-2.0434027777777763,0,0,1,0,0,9.0,7,1.2857142857142858,0,1,0,0,FG,1,0,0,2.0,0.13942816529676288,0.11910139633401834,0.6062694065419676,0.13520103182725135,2.0,(10:25) (Shotgun) J.Rosen pass short left to C.Kirk to MIN 46 for 9 yards (S.Richardson).,0
13271,422356,371,2018101405,MIN,ARI,ARI,46.0,2018-10-14,3284.0,3,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.4702777777777771,-2.3480555555555545,0,0,1,0,0,18.0,8,2.25,1,0,0,0,FG,1,0,0,1.0,0.27899390950402003,0.32053622906824836,0.22788869720811875,0.17258116421961284,1.0,(9:44) J.Rosen pass deep left to C.Kirk pushed ob at MIN 11 for 35 yards (H.Smith).,0
13272,422357,400,2018101405,MIN,ARI,ARI,11.0,2018-10-14,3246.0,3,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.6470833333333341,-2.630416666666668,0,0,1,0,0,53.0,9,5.888888888888888,1,0,0,0,FG,1,0,0,0.0,0.5196884408204722,0.2969574295479782,0.002086269038483897,0.1812678605930657,1.0,(9:06) (Shotgun) J.Rosen pass short middle to C.Kirk pushed ob at MIN 8 for 3 yards (X.Rhodes).,0
13273,422358,428,2018101405,MIN,ARI,ARI,8.0,2018-10-14,3209.0,3,0.0,7,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.8192361111111108,-2.9053472222222214,0,0,1,0,0,56.0,10,5.6,0,1,0,0,FG,1,0,0,0.0,0.4889036363636364,0.3654251082251082,0.003,0.14267125541125542,2.0,(8:29) J.Rosen pass incomplete short right to D.Johnson.,0
13274,422359,450,2018101405,MIN,ARI,ARI,8.0,2018-10-14,3204.0,3,0.0,7,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.8425,-2.9424999999999994,0,0,1,0,0,56.0,11,5.090909090909091,0,0,1,0,FG,1,0,0,1.0,0.2585576253725859,0.5823518090541712,0.003660067491563554,0.1554304980816792,3.0,(8:24) (Shotgun) J.Rosen pass incomplete short middle to C.Williams (A.Barr).,0
13275,422360,472,2018101405,MIN,ARI,ARI,8.0,2018-10-14,3202.0,3,0.0,7,field_goal,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.8518055555555548,-2.9573611111111098,0,0,1,0,0,56.0,12,4.666666666666667,0,0,0,1,FG,1,0,0,1.0,0.009714285714285713,0.8595282130056326,0.005129032258064516,0.12562846902201746,4.0,"(8:22) P.Dawson 26 yard field goal is GOOD, Center-A.Brewer, Holder-A.Lee.",1
13276,422362,506,2018101405,MIN,ARI,MIN,75.0,2018-10-14,3198.0,4,0.0,10,pass,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-2.987083333333333,1.129583333333333,1,1,0,0,0,26.0,8,3.25,1,0,0,0,TD,0,0,1,2.0,0.22084924144069717,0.195683315278252,0.4341319648354458,0.14933547844560502,1.0,(8:18) K.Cousins pass short left to A.Thielen to MIN 40 for 15 yards (B.Benwikere).,0
13277,422363,530,2018101405,MIN,ARI,MIN,60.0,2018-10-14,3172.0,4,0.0,10,run,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-3.1802777777777798,1.0086111111111105,1,1,0,0,0,41.0,9,4.5555555555555545,1,0,0,0,TD,0,0,1,2.0,0.21247595042236653,0.24127368586577566,0.32886550218903354,0.21738486152282444,1.0,(7:52) L.Murray right tackle to ARI 34 for 26 yards (A.Bethea).,0
13278,422364,551,2018101405,MIN,ARI,MIN,34.0,2018-10-14,3144.0,4,0.0,10,no_play,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-3.3883333333333345,0.8783333333333325,1,1,0,0,0,67.0,10,6.7,1,0,0,0,TD,0,0,1,0.0,0.3884368825069937,0.31918239773069623,0.08073020905720313,0.21165051070510707,1.0,"(7:24) PENALTY on MIN-K.Rudolph, False Start, 5 yards, enforced at ARI 34 - No Play.",0
13279,422365,574,2018101405,MIN,ARI,MIN,39.0,2018-10-14,3120.0,4,0.0,15,pass,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-3.5666666666666664,0.766666666666667,1,1,0,0,0,67.0,11,6.090909090909091,1,0,0,0,TD,0,0,1,1.0,0.29022987236361847,0.3196661515642942,0.18854210213591008,0.20156187393617728,1.0,(7:00) (Shotgun) K.Cousins pass short left to A.Thielen to ARI 30 for 9 yards (T.Boston).,0
13280,422366,598,2018101405,MIN,ARI,MIN,30.0,2018-10-14,3081.0,4,0.0,6,run,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-3.8564583333333333,0.5852083333333336,1,1,0,0,0,76.0,12,6.333333333333332,0,1,0,0,TD,0,0,1,0.0,0.5065333333333332,0.29129999999999995,0.040266666666666666,0.1619,2.0,(6:21) (Shotgun) S.Diggs right end to ARI 21 for 9 yards (A.Bethea).,0
13281,422367,619,2018101405,MIN,ARI,MIN,21.0,2018-10-14,3045.0,4,0.0,10,pass,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-4.123958333333333,0.4177083333333331,1,1,0,0,0,85.0,13,6.538461538461537,1,0,0,0,TD,0,0,1,1.0,0.4488352241686579,0.4674037406757144,0.013836715472215086,0.0699243196834127,1.0,(5:45) (Shotgun) K.Cousins pass incomplete short right to S.Diggs (B.Mayowa).,0
13282,422368,641,2018101405,MIN,ARI,MIN,21.0,2018-10-14,3041.0,4,0.0,10,run,3.0,3.0,0.0,3.0,10.0,43.5,26.75,16.75,-4.153680555555553,0.3990972222222231,1,1,0,0,0,85.0,14,6.071428571428571,0,1,0,0,TD,0,0,1,1.0,0.39655000000000007,0.49923333333333353,0.012666666666666666,0.09154999999999999,2.0,"(5:41) L.Murray up the middle for 21 yards, TOUCHDOWN.",1
13283,422371,689,2018101405,MIN,ARI,ARI,75.0,2018-10-14,3033.0,5,0.0,10,run,3.0,3.0,3.0,7.0,10.0,43.5,16.75,26.75,0.3618750000000004,2.786875000000001,0,0,0,0,1,56.0,14,4.0,1,0,0,0,other,3,0,0,2.0,0.20324953209720156,0.1538526383861306,0.5603205555036228,0.08257727401304465,1.0,"(5:33) D.Johnson left end to ARI 31 for 6 yards (A.Barr). FUMBLES (A.Barr), RECOVERED by MIN-T.Johnson at ARI 31. T.Johnson to ARI 31 for no gain (G.Holmes).",1
13284,422372,721,2018101405,MIN,ARI,MIN,31.0,2018-10-14,3026.0,6,0.0,10,run,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,2.7348611111111096,0.32930555555555463,1,0,1,0,0,106.0,16,6.625,1,0,0,0,FG,1,0,1,0.0,0.4343596079779357,0.39732827161764117,0.029737382552762596,0.1385747378516607,1.0,(5:26) L.Murray right tackle to ARI 28 for 3 yards (R.Nkemdiche).,0
13285,422373,742,2018101405,MIN,ARI,MIN,28.0,2018-10-14,2990.0,6,0.0,7,no_play,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,2.4673611111111127,0.16180555555555642,1,0,1,0,0,109.0,17,6.411764705882352,0,1,0,0,FG,1,0,1,0.0,0.5233333333333335,0.33723333333333333,0.02783333333333333,0.11160000000000003,2.0,"(4:50) (Shotgun) PENALTY on MIN-T.Compton, False Start, 5 yards, enforced at ARI 28 - No Play.",0
13286,422374,765,2018101405,MIN,ARI,MIN,33.0,2018-10-14,2970.0,6,0.0,12,pass,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,2.3187499999999988,0.0687499999999992,1,0,1,0,0,109.0,18,6.0555555555555545,0,1,0,0,FG,1,0,1,0.0,0.5302516483516483,0.2607772893772892,0.03909523809523809,0.16987582417582409,2.0,(4:30) (Shotgun) K.Cousins pass short right to S.Diggs pushed ob at ARI 17 for 16 yards (A.Bethea).,0
13287,422375,794,2018101405,MIN,ARI,MIN,17.0,2018-10-14,2953.0,6,0.0,10,pass,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,2.1924305555555548,-0.010347222222222284,1,0,1,0,0,125.0,19,6.578947368421053,1,0,0,0,FG,1,0,1,0.0,0.5065462317713324,0.3963586942117915,0.007333333333333333,0.08976174068354292,1.0,(4:13) (Shotgun) K.Cousins sacked at ARI 24 for -7 yards (C.Peters).,0
13288,422376,813,2018101405,MIN,ARI,MIN,24.0,2018-10-14,2910.0,6,0.0,17,run,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,1.8729166666666668,-0.21041666666666625,1,0,1,0,0,118.0,20,5.9,0,1,0,0,FG,1,0,1,1.0,0.23586666666666664,0.5755222222222225,0.018,0.17061111111111107,2.0,(3:30) (Shotgun) R.Thomas left tackle to ARI 28 for -4 yards (C.Jones).,0
13289,422377,834,2018101405,MIN,ARI,MIN,28.0,2018-10-14,2866.0,6,0.0,21,pass,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,1.5459722222222219,-0.41513888888888895,1,0,1,0,0,114.0,21,5.428571428571429,0,0,1,0,FG,1,0,1,1.0,0.1335666666666667,0.6858000000000001,0.0353,0.14533333333333337,3.0,(2:46) (Shotgun) K.Cousins pass short right to L.Treadwell to ARI 19 for 9 yards (A.Bethea).,0
13290,422378,858,2018101405,MIN,ARI,MIN,19.0,2018-10-14,2828.0,6,0.0,12,field_goal,3.0,3.0,7.0,3.0,10.0,43.5,26.75,16.75,1.2636111111111117,-0.5919444444444442,1,0,1,0,0,123.0,22,5.590909090909091,0,0,0,1,FG,1,0,1,1.0,0.014833333333333332,0.8873333333333332,0.030333333333333334,0.06749999999999999,4.0,"(2:08) D.Bailey 37 yard field goal is GOOD, Center-K.McDermott, Holder-M.Wile.",1
13291,422380,892,2018101405,MIN,ARI,ARI,75.0,2018-10-14,2823.0,7,0.0,10,run,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-0.6152083333333334,4.226458333333333,0,0,0,1,0,62.0,16,3.875,1,0,0,0,punt,2,0,0,2.0,0.24234957671957666,0.11097481481481482,0.45663814333814334,0.1900374651274651,1.0,(2:03) D.Johnson up the middle to ARI 28 for 3 yards (B.Gedeon; E.Kendricks).,0
13292,422381,913,2018101405,MIN,ARI,ARI,72.0,2018-10-14,2786.0,7,0.0,7,run,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-0.7873611111111116,3.951527777777777,0,0,0,1,0,65.0,17,3.8235294117647056,0,1,0,0,punt,2,0,0,2.0,0.13976153846153844,0.09582820512820514,0.5268743589743591,0.23753589743589743,2.0,(1:26) (Shotgun) D.Johnson left tackle to ARI 29 for 1 yard (D.Hunter).,0
13293,422382,934,2018101405,MIN,ARI,ARI,71.0,2018-10-14,2749.0,7,0.0,6,pass,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-0.9595138888888886,3.676597222222224,0,0,0,1,0,66.0,18,3.6666666666666665,0,0,1,0,punt,2,0,0,2.0,0.12169047619047622,0.048499999999999995,0.6722738095238096,0.15753571428571436,3.0,(:49) (Shotgun) J.Rosen sacked at ARI 21 for -8 yards (M.Alexander).,0
13294,422383,953,2018101405,MIN,ARI,ARI,79.0,2018-10-14,2719.0,7,0.0,14,punt,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.0990972222222215,3.4536805555555565,0,0,0,1,0,58.0,19,3.0526315789473686,0,0,0,1,punt,2,0,0,2.0,0.002333333333333333,0.003,0.9903333333333334,0.004333333333333333,4.0,"(:19) A.Lee punts 49 yards to MIN 30, Center-A.Brewer. M.Sherels to MIN 31 for 1 yard (Bra.Williams).",1
13295,422384,978,2018101405,MIN,ARI,MIN,69.0,2018-10-14,2712.0,8,0.0,10,pass,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,3.401666666666665,-1.1316666666666668,1,0,0,0,1,123.0,23,5.3478260869565215,1,0,0,0,other,3,0,1,2.0,0.30485369827489006,0.13579530950501748,0.44306334987033513,0.1162876423497576,1.0,(:12) (Shotgun) K.Cousins pass short right to A.Thielen to MIN 40 for 9 yards (H.Reddick; T.Boston).,0
13296,422386,1019,2018101405,MIN,ARI,MIN,60.0,2018-10-14,2700.0,8,0.0,1,run,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,3.3125,-1.1875,1,0,0,0,1,132.0,24,5.5,0,1,0,0,other,3,0,1,2.0,0.2871549722577891,0.14290717029449426,0.364627998292787,0.20530985915492952,2.0,(15:00) L.Murray right guard to MIN 40 for no gain (J.Bynes; H.Reddick).,0
13297,422387,1040,2018101405,MIN,ARI,MIN,60.0,2018-10-14,2665.0,8,0.0,1,pass,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,3.0524305555555564,-1.3503472222222213,1,0,0,0,1,132.0,25,5.28,0,0,1,0,other,3,0,1,2.0,0.153,0.07865384615384616,0.6623608058608059,0.10598534798534798,3.0,(14:25) K.Cousins pass short right intended for A.Thielen INTERCEPTED by T.Boston at MIN 47. T.Boston to MIN 47 for no gain (S.Diggs). ARI-T.Boston was injured during the play.,1
13298,422388,1066,2018101405,MIN,ARI,ARI,47.0,2018-10-14,2659.0,9,0.0,10,pass,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.3782638888888892,3.007847222222221,0,0,0,0,1,58.0,20,2.9,1,0,0,0,other,3,0,0,3.0,0.25738607843137246,0.17187846872082163,0.2700842857142857,0.30065116713352014,1.0,(14:19) J.Rosen pass deep left to R.Seals-Jones to MIN 7 for 40 yards (G.Iloka).,0
13299,422389,1094,2018101405,MIN,ARI,ARI,7.0,2018-10-14,2610.0,9,1.0,7,run,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.6062500000000002,2.64375,0,0,0,0,1,98.0,21,4.666666666666667,1,0,0,0,other,3,0,0,0.0,0.5908166666666668,0.3145333333333334,0.0015,0.09315000000000002,1.0,(13:30) D.Johnson right end to MIN 6 for 1 yard (T.Waynes).,0
13300,422390,1115,2018101405,MIN,ARI,ARI,6.0,2018-10-14,2571.0,9,1.0,6,run,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.7877083333333346,2.353958333333332,0,0,0,0,1,99.0,22,4.5,0,1,0,0,other,3,0,0,0.0,0.6533000000000001,0.2682999999999999,0.0006666666666666666,0.07773333333333335,2.0,(12:51) D.Johnson up the middle to MIN 1 for 5 yards (A.Barr).,0
13301,422391,1136,2018101405,MIN,ARI,ARI,1.0,2018-10-14,2532.0,9,1.0,1,pass,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.9691666666666665,2.0641666666666683,0,0,0,0,1,104.0,23,4.521739130434782,0,0,1,0,other,3,0,0,0.0,0.5041454545454546,0.20386363636363639,0.0,0.2919909090909092,3.0,(12:12) J.Rosen pass incomplete short right to R.Seals-Jones (A.Harris).,0
13302,422392,1158,2018101405,MIN,ARI,ARI,1.0,2018-10-14,2527.0,9,1.0,1,run,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-1.9924305555555548,2.02701388888889,0,0,0,0,1,104.0,24,4.333333333333333,0,0,0,1,other,3,0,0,0.0,0.4124825396825398,0.2390079365079365,0.0,0.3485095238095237,4.0,(12:07) D.Johnson left guard to MIN 1 for no gain (X.Rhodes). MIN-S.Weatherly was injured during the play.,1
13303,422393,1182,2018101405,MIN,ARI,MIN,99.0,2018-10-14,2523.0,10,0.0,10,run,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,1.9972916666666656,-2.011041666666668,1,0,0,1,0,132.0,26,5.0769230769230775,1,0,0,0,punt,2,0,1,2.0,0.21117255612949135,0.12531745580971274,0.4494392722469632,0.2140707158138328,1.0,(12:03) C.Ham left guard to MIN 2 for 1 yard (H.Reddick).,0
13304,422394,1203,2018101405,MIN,ARI,MIN,98.0,2018-10-14,2488.0,10,0.0,9,run,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,1.7372222222222218,-2.1738888888888885,1,0,0,1,0,133.0,27,4.925925925925926,0,1,0,0,punt,2,0,1,2.0,0.13785964912280702,0.08704385964912281,0.5364385964912279,0.2386578947368421,2.0,(11:28) L.Murray up the middle to MIN 4 for 2 yards (Z.Moore).,0
13305,422395,1224,2018101405,MIN,ARI,MIN,96.0,2018-10-14,2444.0,10,0.0,7,no_play,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,1.4102777777777766,-2.378611111111112,1,0,0,1,0,135.0,28,4.821428571428571,0,0,1,0,punt,2,0,1,2.0,0.07309047619047616,0.068031746031746,0.6580103174603176,0.20086746031746028,3.0,"(10:44) (Shotgun) PENALTY on MIN-B.O'Neill, False Start, 2 yards, enforced at MIN 4 - No Play.",0
13306,422396,1247,2018101405,MIN,ARI,MIN,98.0,2018-10-14,2424.0,10,0.0,9,pass,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,1.2616666666666667,-2.4716666666666667,1,0,0,1,0,135.0,29,4.655172413793104,0,0,1,0,punt,2,0,1,2.0,0.05960238095238094,0.05166666666666667,0.675597619047619,0.2131333333333332,3.0,(10:24) (Shotgun) K.Cousins pass short left to K.Rudolph to MIN 8 for 6 yards (B.Baker).,0
13307,422397,1271,2018101405,MIN,ARI,MIN,92.0,2018-10-14,2383.0,10,0.0,3,punt,3.0,3.0,10.0,3.0,10.0,43.5,26.75,16.75,0.9570138888888896,-2.6624305555555563,1,0,0,1,0,141.0,30,4.7,0,0,0,1,punt,2,0,1,2.0,0.001,0.007666666666666667,0.9863333333333334,0.005,4.0,"(9:43) M.Wile punts 50 yards to ARI 42, Center-K.McDermott. C.Kirk to ARI 49 for 7 yards (E.Wilson).",1
13308,422398,1296,2018101405,MIN,ARI,ARI,51.0,2018-10-14,2371.0,11,0.0,10,pass,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-2.718263888888888,0.8678472222222242,0,0,0,1,0,104.0,25,4.16,1,0,0,0,punt,2,0,0,2.0,0.21573838612368024,0.18071959814695104,0.38433518315018333,0.21920683257918552,1.0,(9:31) J.Rosen sacked at ARI 41 for -8 yards (D.Hunter).,0
13309,422399,1315,2018101405,MIN,ARI,ARI,59.0,2018-10-14,2327.0,11,0.0,18,pass,3.0,3.0,3.0,10.0,10.0,43.5,16.75,26.75,-2.922986111111112,0.5409027777777773,0,0,0,1,0,96.0,26,3.692307692307693,0,1,0,0,punt,2,0,0,2.0,0.0689951515151515,0.07684181818181816,0.6562478787878787,0.19791515151515152,2.0,(8:47) (Shotgun) J.Rosen pass short left to C.Kirk pushed ob at 50 for 9 yards (X.Rhodes).,0
