,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
38094,445876,59,2018120913,OAK,PIT,OAK,74,2018-12-09,3595,1,0,10,run,3,3,0,0,10.5,51,20.25,30.75,-0.028125,-0.04270833333,0,1,0,0,0,0,2,0,1,0,0,0,TD,0,0,1,2,0.2672802371,0.1474653851,0.4962705228,0.08898385504,1,(14:55) (Shotgun) D.Martin up the middle to OAK 35 for 9 yards (J.Haden; S.Davis).,0
38095,445877,81,2018120913,OAK,PIT,OAK,65,2018-12-09,3560,1,0,1,pass,3,3,0,0,10.5,51,20.25,30.75,-0.225,-0.3416666667,0,1,0,0,0,9,3,3,0,1,0,0,TD,0,0,1,2,0.2927821394,0.1020207983,0.4222397535,0.1829573088,2,"(14:20) (No Huddle, Shotgun) D.Carr pass deep right to J.Cook to PIT 35 for 30 yards (L.Fort).",0
38096,445878,117,2018120913,OAK,PIT,OAK,35,2018-12-09,3533,1,0,10,pass,3,3,0,0,10.5,51,20.25,30.75,-0.376875,-0.5722916667,0,1,0,0,0,39,4,9.75,1,0,0,0,TD,0,0,1,1,0.3124637617,0.4905982993,0.0265871777,0.1703507612,1,(13:53) (Shotgun) D.Carr pass short middle to J.Cook to PIT 16 for 19 yards (S.Davis).,0
38097,445879,142,2018120913,OAK,PIT,OAK,16,2018-12-09,3489,1,0,10,run,3,3,0,0,10.5,51,20.25,30.75,-0.624375,-0.948125,0,1,0,0,0,58,5,11.6,1,0,0,0,TD,0,0,1,0,0.4914059817,0.38260514,0.005090909091,0.1208979693,1,(13:09) (Shotgun) D.Martin up the middle to PIT 12 for 4 yards (Te.Edmunds).,0
38098,445880,164,2018120913,OAK,PIT,OAK,12,2018-12-09,3465,1,0,6,pass,3,3,0,0,10.5,51,20.25,30.75,-0.759375,-1.153125,0,1,0,0,0,62,6,10.33333333,0,1,0,0,TD,0,0,1,0,0.4329559387,0.4188501916,0.007068965517,0.1411249042,2,(12:45) (Shotgun) D.Carr pass short right to S.Roberts pushed ob at PIT 3 for 9 yards (Te.Edmunds).,0
38099,445881,189,2018120913,OAK,PIT,OAK,3,2018-12-09,3429,1,1,3,run,3,3,0,0,10.5,51,20.25,30.75,-0.961875,-1.460625,0,1,0,0,0,71,7,10.14285714,1,0,0,0,TD,0,0,1,0,0.8852444444,0.07475555556,0,0.04,1,(12:09) D.Martin right guard to PIT 1 for 2 yards (J.Haden).,0
38100,445882,211,2018120913,OAK,PIT,OAK,3,2018-12-09,3384,1,0,0,no_play,2,3,0,0,10.5,51,20.25,30.75,-1.215,-1.845,0,1,0,0,0,73,8,9.125,0,0,0,0,TD,0,0,1,0,0.7211285714,0.1911380952,0.001333333333,0.0864,0,Timeout #1 by OAK at 11:24.,0
38101,445883,238,2018120913,OAK,PIT,OAK,1,2018-12-09,3384,1,1,1,run,2,3,0,0,10.5,51,20.25,30.75,-1.215,-1.845,0,1,0,0,0,73,9,8.111111111,0,1,0,0,TD,0,0,1,0,0.8379001221,0.1237030525,0,0.0383968254,2,(11:24) (Shotgun) D.Martin up the middle to PIT 1 for no gain (T.Watt).,0
38102,445884,261,2018120913,OAK,PIT,OAK,1,2018-12-09,3347,1,1,1,run,2,3,0,0,10.5,51,20.25,30.75,-1.423125,-2.161041667,0,1,0,0,0,73,10,7.3,0,0,1,0,TD,0,0,1,0,0.6754551282,0.2647005495,0,0.05984432234,3,"(10:47) C.McDonald and D.Sharpe reported in as eligible.  D.Martin up the middle for 1 yard, TOUCHDOWN.",1
38103,445887,335,2018120913,OAK,PIT,PIT,75,2018-12-09,3339,2,0,10,run,3,2,0,7,10.5,51,30.75,20.25,-2.229375,5.531875,1,0,0,1,0,0,2,0,1,0,0,0,punt,2,0,0,2,0.2786866795,0.09482400899,0.360847221,0.2656420905,1,(10:39) J.Samuels up the middle to PIT 29 for 4 yards (J.Cabinda).,0
38104,445888,357,2018120913,OAK,PIT,PIT,71,2018-12-09,3308,2,0,6,run,3,2,0,7,10.5,51,30.75,20.25,-2.494166667,5.3575,1,0,0,1,0,4,3,1.333333333,0,1,0,0,punt,2,0,0,2,0.2975507215,0.1167171717,0.3693484848,0.2163836219,2,(10:08) D.Heyward-Bey right end to PIT 22 for -7 yards (M.Lee).,0
38105,445889,379,2018120913,OAK,PIT,PIT,78,2018-12-09,3264,2,0,13,pass,3,2,0,7,10.5,51,30.75,20.25,-2.87,5.11,1,0,0,1,0,-3,4,-0.75,0,0,1,0,punt,2,0,0,2,0.1956535846,0.03827634885,0.5480755358,0.2179945307,3,(9:24) (Shotgun) B.Roethlisberger pass deep left to J.Smith-Schuster to PIT 41 for 19 yards (N.Nelson).,0
38106,445890,404,2018120913,OAK,PIT,PIT,59,2018-12-09,3222,2,0,10,pass,3,2,0,7,10.5,51,30.75,20.25,-3.22875,4.87375,1,0,0,1,0,16,5,3.2,1,0,0,0,punt,2,0,0,0,0.2897159358,0.1943660677,0.2837956738,0.2321223228,1,(8:42) B.Roethlisberger pass incomplete short right to A.Brown.,0
38107,445891,426,2018120913,OAK,PIT,PIT,59,2018-12-09,3218,2,0,10,pass,3,2,0,7,10.5,51,30.75,20.25,-3.262916667,4.85125,1,0,0,1,0,16,6,2.666666667,0,1,0,0,punt,2,0,0,2,0.3062131702,0.1886,0.3533776807,0.1518091492,2,(8:38) (Shotgun) B.Roethlisberger pass short left to J.Samuels to PIT 45 for 4 yards (J.Cabinda).,0
