,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
15537,424938,50,2018102102,CHI,NE,NE,75.0,2018-10-21,3600.0,1,0.0,10,run,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,0.0,0.0,1,1,0,0,0,0.0,2,0.0,1,0,0,0,TD,0,0,0,2.0,0.03699647437395527,0.04052464292597987,0.8385848117607941,0.08389407093927112,1.0,(15:00) S.Michel right tackle to NE 43 for 18 yards (D.Trevathan).,0
15538,424939,71,2018102102,CHI,NE,NE,57.0,2018-10-21,3563.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-0.2543750000000013,-0.24409722222222344,1,1,0,0,0,18.0,3,6.0,1,0,0,0,TD,0,0,0,2.0,0.18646572164028305,0.19374321905758304,0.3217734603075612,0.2980175989945726,1.0,(14:23) T.Brady pass short right to S.Michel to CHI 44 for 13 yards (K.Fuller).,0
15539,424940,95,2018102102,CHI,NE,NE,44.0,2018-10-21,3522.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-0.5362499999999987,-0.5145833333333321,1,1,0,0,0,31.0,4,7.75,1,0,0,0,TD,0,0,0,0.0,0.3692095281190847,0.29072885721669384,0.19528808856338117,0.14477352610084016,1.0,(13:42) (Shotgun) T.Brady pass short left to J.White to CHI 30 for 14 yards (R.Smith).,0
15540,424941,119,2018102102,CHI,NE,NE,30.0,2018-10-21,3485.0,1,0.0,10,run,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-0.7906249999999999,-0.7586805555555555,1,1,0,0,0,45.0,5,9.0,1,0,0,0,TD,0,0,0,1.0,0.24489297880852726,0.542282887646609,0.037826463001140676,0.17499767054372298,1.0,(13:05) J.White left end to CHI 24 for 6 yards (P.Amukamara).,0
15541,424942,140,2018102102,CHI,NE,NE,24.0,2018-10-21,3448.0,1,0.0,4,run,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-1.0450000000000013,-1.0027777777777789,1,1,0,0,0,51.0,6,8.5,0,1,0,0,TD,0,0,0,1.0,0.25556027620412086,0.6353215499586149,0.023313908937726953,0.08580426489953698,2.0,(12:28) S.Michel left tackle to CHI 18 for 6 yards (P.Amukamara; B.Nichols).,0
15542,424943,161,2018102102,CHI,NE,NE,18.0,2018-10-21,3409.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-1.3131249999999992,-1.2600694444444436,1,1,0,0,0,57.0,7,8.142857142857142,1,0,0,0,TD,0,0,0,1.0,0.2862079479403009,0.6034822497540767,0.008907407407407407,0.10140239489821537,1.0,(11:49) (Shotgun) T.Brady pass short right to J.Edelman to CHI 9 for 9 yards (D.Trevathan).,0
15543,424944,185,2018102102,CHI,NE,NE,9.0,2018-10-21,3369.0,1,0.0,1,pass,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-1.588125000000001,-1.5239583333333342,1,1,0,0,0,66.0,8,8.25,0,1,0,0,TD,0,0,0,0.0,0.568757142857143,0.32899285714285714,0.007666666666666667,0.09458333333333337,2.0,(11:09) (Shotgun) T.Brady pass incomplete short middle [B.Nichols].,0
15544,424945,207,2018102102,CHI,NE,NE,9.0,2018-10-21,3365.0,1,0.0,1,pass,3.0,3.0,0.0,0.0,1.0,48.5,24.75,23.75,-1.6156249999999996,-1.5503472222222219,1,1,0,0,0,66.0,9,7.333333333333332,0,0,1,0,TD,0,0,0,0.0,0.5317467643467645,0.33094725274725273,0.003641025641025641,0.1336649572649573,3.0,"(11:05) T.Brady pass short left to J.Edelman for 9 yards, TOUCHDOWN. NE-C.Hogan was injured during the play.",1
15545,424948,286,2018102102,CHI,NE,CHI,83.0,2018-10-21,3356.0,2,0.0,10,run,3.0,3.0,0.0,7.0,1.0,48.5,23.75,24.75,-1.6097222222222234,5.322499999999999,0,0,0,1,0,0.0,2,0.0,1,0,0,0,punt,2,0,1,2.0,0.16484156362639713,0.12185763665882078,0.5245969246402068,0.18870387507457528,1.0,(10:56) (Shotgun) J.Howard left guard to CHI 19 for 2 yards (T.Flowers).,0
15546,424949,307,2018102102,CHI,NE,CHI,81.0,2018-10-21,3323.0,2,0.0,8,run,3.0,3.0,0.0,7.0,1.0,48.5,23.75,24.75,-1.8274305555555563,5.095624999999999,0,0,0,1,0,2.0,3,0.6666666666666666,0,1,0,0,punt,2,0,1,2.0,0.12180833197809948,0.15907620712620713,0.5807086522005127,0.13840680869518082,2.0,(10:23) (Shotgun) B.Sowell reported in as eligible.  T.Cohen right end to CHI 21 for 2 yards (D.McCourty).,0
