,index,play_id,game_id,home_team,away_team,posteam,yardline_100,game_date,game_seconds_remaining,drive,goal_to_go,ydstogo,play_type,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,spread,total,pos_EP_total,def_EP_total,pos_EP_pace,def_EP_pace,pos_fave,ends_TD,ends_FG,ends_punt,ends_other,pos_pp_cume_yds,pos_play_count,pos_yds_play,down_is_1.0,down_is_2.0,down_is_3.0,down_is_4.0,target_cat,target_num,is_EOH,pos_home,prediction,prob0,prob1,prob2,prob3,down,desc,end_of_poss
39644,447622,51,2018121600,ATL,ARI,ATL,75.0,2018-12-16,3600.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,0.0,0.0,1,0,0,1,0,0.0,2,0.0,1,0,0,0,punt,2,0,1,2.0,0.07573375955805921,0.037298892943898466,0.7901112183023005,0.0968561291957424,1.0,(15:00) (Shotgun) M.Ryan pass incomplete deep left to J.Jones.,0
39645,447623,73,2018121600,ATL,ARI,ATL,75.0,2018-12-16,3596.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.029722222222220925,-0.0186111111111103,1,0,0,1,0,0.0,3,0.0,0,1,0,0,punt,2,0,1,2.0,0.23556445770665088,0.14825556994833003,0.42586798086325184,0.1903119914817676,2.0,(14:56) (Shotgun) M.Ryan pass short right to C.Ridley to ATL 34 for 9 yards (D.Amerson).,0
39646,447624,98,2018121600,ATL,ARI,ATL,66.0,2018-12-16,3572.0,1,0.0,1,run,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.2080555555555554,-0.1302777777777777,1,0,0,1,0,9.0,4,2.25,0,0,1,0,punt,2,0,1,2.0,0.3020047812799733,0.11048994168753361,0.4723755762960249,0.11512970073646855,3.0,(14:32) M.Ryan left guard to ATL 36 for 2 yards (C.Peters; Cha.Jones).,0
39647,447625,120,2018121600,ATL,ARI,ATL,64.0,2018-12-16,3530.0,1,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.52013888888889,-0.3256944444444452,1,0,0,1,0,11.0,5,2.2,1,0,0,0,punt,2,0,1,2.0,0.28277454596910045,0.19580088643068994,0.3899824949581813,0.1314420726420285,1.0,(13:50) M.Ryan sacked at ATL 31 for -5 yards (M.Golden).,0
39648,447626,140,2018121600,ATL,ARI,ATL,69.0,2018-12-16,3484.0,1,0.0,15,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-0.8619444444444455,-0.5397222222222229,1,0,0,1,0,6.0,6,1.0,0,1,0,0,punt,2,0,1,2.0,0.08369343326870637,0.07806184179000962,0.5853420921801358,0.25290263276114816,2.0,(13:04) (Shotgun) M.Ryan pass short right to C.Ridley to ATL 35 for 4 yards (G.Hodges).,0
39649,447627,165,2018121600,ATL,ARI,ATL,65.0,2018-12-16,3451.0,1,0.0,11,no_play,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.1071527777777783,-0.6932638888888893,1,0,0,1,0,10.0,7,1.4285714285714286,0,0,1,0,punt,2,0,1,2.0,0.1093540835718517,0.2093198894034469,0.5624462687746664,0.11887975825003516,3.0,"(12:31) M.Ryan pass deep left to M.Sanu to ARI 48 for 17 yards (D.Amerson). ARI-D.Amerson was injured during the play. His return is Questionable.  PENALTY on ATL-T.Coleman, Illegal Shift, 5 yards, enforced at ATL 35 - No Play.",0
39650,447628,204,2018121600,ATL,ARI,ATL,70.0,2018-12-16,3426.0,1,0.0,16,pass,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.2929166666666667,-0.8095833333333334,1,0,0,1,0,10.0,8,1.25,0,0,1,0,punt,2,0,1,2.0,0.03289712823725982,0.05342550125313283,0.8152050393549231,0.0984723311546841,3.0,(12:06) (Shotgun) M.Ryan pass incomplete deep middle to M.Hall (Bra.Williams).,0
39651,447629,226,2018121600,ATL,ARI,ATL,70.0,2018-12-16,3420.0,1,0.0,16,punt,3.0,3.0,0.0,0.0,10.0,43.5,26.75,16.75,-1.3375000000000012,-0.8375000000000008,1,0,0,1,0,10.0,9,1.1111111111111112,0,0,0,1,punt,2,0,1,2.0,0.0016797385620915032,0.0010740740740740739,0.9700610021786492,0.027185185185185187,4.0,"(12:00) M.Bosher punts 40 yards to ARI 30, Center-J.Condo. P.Peterson ran ob at ATL 44 for 26 yards (J.Bethel). PENALTY on ARI-R.Ford, Offensive Holding, 10 yards, enforced at ARI 46.",1
39652,447630,269,2018121600,ATL,ARI,ARI,64.0,2018-12-16,3407.0,2,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-0.897986111111112,-1.4340972222222237,0,1,0,0,0,0.0,1,0.0,1,0,0,0,TD,0,0,0,2.0,0.2290708282425056,0.05022246411242126,0.6395497625810345,0.08115694506403856,1.0,(11:47) (Shotgun) J.Rosen pass short right to L.Fitzgerald to ARI 44 for 8 yards (D.Trufant).,0
39653,447631,294,2018121600,ATL,ARI,ARI,56.0,2018-12-16,3372.0,2,0.0,2,run,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.0608333333333335,-1.6941666666666673,0,1,0,0,0,8.0,2,4.0,0,1,0,0,TD,0,0,0,2.0,0.09844425099859883,0.11016873263139251,0.6012549192448171,0.1901320971251917,2.0,(11:12) D.Johnson right end pushed ob at ARI 48 for 4 yards (G.Jarrett).,0
39654,447632,322,2018121600,ATL,ARI,ARI,52.0,2018-12-16,3335.0,2,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.2329861111111104,-1.9690972222222207,0,1,0,0,0,12.0,3,4.0,1,0,0,0,TD,0,0,0,0.0,0.3453599166710253,0.17794085994170442,0.26738915564013505,0.20931006774713523,1.0,(10:35) (Shotgun) J.Rosen pass deep right to D.Johnson ran ob at ATL 12 for 40 yards (D.Kazee).,0
39655,447633,353,2018121600,ATL,ARI,ARI,12.0,2018-12-16,3296.0,2,0.0,10,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.4144444444444442,-2.2588888888888885,0,1,0,0,0,52.0,4,13.0,1,0,0,0,TD,0,0,0,0.0,0.4134248194779902,0.3122604746888572,0.008086269038483897,0.26622843679466884,1.0,"(9:56) J.Rosen pass incomplete short right [B.Irvin]. Penalty on ARI, Illegal Shift, declined.",0
39656,447634,386,2018121600,ATL,ARI,ARI,12.0,2018-12-16,3292.0,2,0.0,10,run,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.4330555555555564,-2.2886111111111127,0,1,0,0,0,52.0,5,10.4,0,1,0,0,TD,0,0,0,1.0,0.34699552669552675,0.37987633477633476,0.006121212121212121,0.26700692640692636,2.0,(9:52) C.Edmonds left end to ATL 12 for no gain (D.Jones).,0
39657,447635,408,2018121600,ATL,ARI,ARI,12.0,2018-12-16,3248.0,2,0.0,10,no_play,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.6377777777777769,-2.6155555555555545,0,1,0,0,0,52.0,6,8.666666666666666,0,0,1,0,TD,0,0,0,1.0,0.22281827953324015,0.5941882929406549,0.008598162729658793,0.1743952647964459,3.0,"(9:08) (Shotgun) PENALTY on ARI-T.Sherfield, False Start, 5 yards, enforced at ATL 12 - No Play.",0
39658,447636,431,2018121600,ATL,ARI,ARI,17.0,2018-12-16,3247.0,2,0.0,15,pass,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.6424305555555556,-2.6229861111111115,0,1,0,0,0,52.0,7,7.428571428571429,0,0,1,0,TD,0,0,0,1.0,0.22764176671531702,0.5555139346784391,0.019281496062992128,0.19756280254325193,3.0,(9:07) (Shotgun) J.Rosen pass short left to D.Johnson to ATL 2 for 15 yards (D.Campbell; D.Kazee).,0
39659,447637,456,2018121600,ATL,ARI,ARI,2.0,2018-12-16,3221.0,2,1.0,2,run,3.0,3.0,0.0,0.0,10.0,43.5,16.75,26.75,-1.7634027777777783,-2.8161805555555564,0,1,0,0,0,67.0,8,8.375,1,0,0,0,TD,0,0,0,0.0,0.6531666666666667,0.10666666666666666,0.0,0.2401666666666667,1.0,"(8:41) D.Johnson right guard for 2 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was REVERSED. D.Johnson right guard to ATL 1 for 1 yard (D.Trufant).",0
